pid,doi,award_ids
articles:17070,10.1029/2009JD011969,"NA07OAR4310224,NA,ProdexCN2-EGOPS6,GA01101;"
articles:17071,10.1021/jp905279b,NNG06GE44G
articles:17072,10.1175/2009JAMC2374.1,NA06NES4400002
articles:17073,10.1029/2009JD012242,"NNX07AB52G.,NNX07AL57G"
articles:17074,10.1029/2009JD012729,40825008
articles:17075,10.1175/2009JAS3210.1,"140/07,Project"
articles:17076,10.5194/acp-9-7901-2009,NSC-2111-
articles:17077,10.1175/2009MWR3004.1,"NSF,NNG06GH17G,ATM-0296159,W-31-109-Eng-38"
articles:17078,10.1175/2009MWR3003.1,"NSF,NNG06GH17G,ATM-0296159,W-31-109-Eng-38"
articles:17079,10.1029/2009JD012725,"50,50,177295,18560"
articles:17080,10.1175/2009JAS3107.1,"NNX06AC67G,NNX07AL11G"
articles:17081,10.1175/2010JAS3531.1,NNS06AA1A
articles:17082,10.1007/s00382-008-0482-7,"OCE-0740011,40523001,90711004,40625014,2006CB403603"
articles:17083,10.1175/2009JAS3147.1,CMG-0327582
articles:17084,10.5194/bg-6-2099-2009,"W19,953,W19,953"
articles:17086,10.1029/2009JD012605,"OPP‐0229633,OPP‐"
articles:17087,,"ATM-0449815,NA08OAR4310565,DE-FG02-ER63993"
articles:17088,10.5194/acp-10-5315-2010,"NNG04GR06H,NNG05GQ50H,ATM-0528634,ATM-,ATM-0810950,ATM-0511803,ATM-0511769,ATM-0528227,DE-FG02-05ER63981,DE-FG02-05ER64008,RD-83216101-0"
articles:17089,10.5194/acp-10-5257-2010,"ATM-,ATM-0513116,ATM-0810950,NA08OAR4310565,RD-83216101-0,R833747,S05-39607"
articles:17090,10.1029/2009JD011937,NAS5–97046
articles:17091,10.5194/acp-10-6947-2010,NNX08AH56G
articles:17093,10.1029/2009JD012451,"NNG05GQ75J,NNX08AK45G,,NNG06GE80G,ATM0435713,NAS5â03132"
articles:17095,10.5194/angeo-28-1401-2010,"ATM-0545221,14403008,20403011,0649034"
articles:17096,10.1029/2009JA014864,"NNX07AB64G,ATM-0545221"
articles:17097,10.1103/PhysRevLett.104.074502,"ATM,NNX07AM99G"
articles:17099,10.1103/PhysRevE.81.016310,"UBACYT,PICT-2007-02211."
articles:17100,10.1029/2009WR008203,NNG04GO83G
articles:17102,10.1029/2009JA015225,"NNX07AC61G,NNX08AQ31G,NNX09AJ60G"
articles:17103,10.1029/2009JA014461,"NNH08AH37I,NNX08AQ91G"
articles:17104,10.1029/2009JA014754,"FA9550‐07‐1‐0565,ATM‐0823689"
articles:17105,10.1029/2009JA014754,"FA9550‐07‐1‐0565,ATM‐0823689"
articles:17106,10.1007/s00376-009-0577-z,"40233032,2006BAB18B03,2006BAB18B05,N0001409WR20177"
articles:17107,10.1007/s00376-010-9140-1,"20080218,40233032-40640420556,2006BAB18B03,2006BAB18B05"
articles:17108,10.1007/s10546-010-9523-y,"GYHY(QX)2007-,40975009,40906023,2010CB428502"
articles:17109,10.1007/s00382-009-0694-5,ATM-0425247
articles:17110,10.1029/2010JD013873,"40875064,40921003,2007R001,GYHY200806020,NA08OAR4310543,DE‐FG02‐08ER64574,ATM‐0425247"
articles:17111,10.1214/10-BA505,"ATM-03534131,ATM-0534173,DMS-0355474,DMS-0112069"
articles:17112,10.1007/s10687-009-0098-2,"DEB-0717367,DMS-0707069,ATM-0534173,ATM-,DMS-0905315"
articles:17113,10.1007/s10687-010-0101-y,"NE/D009588/1,ATM-0502977,ATM-0534173"
articles:17115,10.1175/2009BAMS2733.1,"EAR-0321918,NNG04GH63G"
articles:17116,10.1175/2009MWR3139.1,
articles:17118,10.1007/s10546-009-9406-2,"NSF,ATM-0296159,ATM-0236885,NNG05GB41G,NA06NES4400013,08ER64674,NNX07AN67H"
articles:17122,10.1175/2009BAMS2675.1,DW13921548
articles:17128,10.1175/2010JAMC2196.1,"ATM0646401,ATM0522004,W911NF-06-1-0256,"
articles:17131,10.3354/cr00924,DMS-0355474
articles:17132,10.1029/2008RG000276,
articles:17133,,ATM-0823665
articles:17138,10.5194/acp-10-4757-2010,"DE-AC52-07NA27344,NX06AB74G,ATM0745702,NA070AR4310282"
articles:17139,10.1029/2008JD010359,"40871001,90702001,40405021,KZCX2-XB2-09,O827631001,2007CB411502,2005CB422003"
articles:17141,10.1029/97JD02400,
articles:17142,10.1007/s00382-010-0859-2,"ATM9912297,ATM0739402"
articles:17147,10.1002/joc.2227,"P001550,7,212520,211345,ATM-0710631"
articles:17148,,"DMS-0621118,ATM-0534173,DMS-0707069"
articles:17150,,"DMS-0707069,ATM-0534173,DMS-0621118,N00014-08-1-0464"
articles:17158,10.1175/2010JAMC2430.1,"NNS06AA58G,U.S."
articles:17160,10.1111/j.1469-8137.2009.03154.x,"MPC35TX-A2,EAR,DEB"
articles:17161,,"NNG07EK66I,NNH09AK02I"
articles:17162,10.1007/s00442-009-1465-z,"MPC35TX-A2,EAR"
articles:17163,10.1175/1520-0477(1996)077<0019:GSOTAF>2.0.CO;2,
articles:17164,10.1038/NGEO901,"OCE,NNX08AR62G.,DE-FC02-97ER62402,NNX07AKG82G"
articles:17172,10.1175/2009JAS3121.1,"NNX08AD32G,N00014-08-1-0308"
articles:17173,,ATM-0710631
articles:17174,10.1175/2009JAS3263.1,"ATM-0327929,ATM-0327929"
articles:17175,10.1175/2009BAMS2712.1,"0332910,NA09OAR4310058,NNX09AN50G"
articles:17177,10.3354/cr00953,"NOAA,NASA"
articles:17178,10.1007/s11207-010-9676-3,NNX08AH38G
articles:17179,10.1007/s00382-008-0389-3,"NA04OAR4310073,NA06OAR4310145."
articles:17180,10.1175/2009BAMS2852.1,PP002-102731
articles:17184,10.1002/asna.201011383,FKZ
articles:17185,10.1175/2010JAS3443.1,"0904599,DMS-0456713,N00014-05-1-0164,N0014-"
articles:17187,10.1007/s00382-009-0608-6,ATM
articles:17191,10.5194/acp-9-8283-2009,"ATM01-04532,ATM04-41274,NNG06GA90G,ATM05-11521,NNG06GB03G,ATM-0513116"
articles:17197,10.1175/2009JAMC1991.1,NAG5-11509
articles:17201,10.1088/1748-9326/4/4/045112,TG-ATM090009
articles:17205,10.5194/acp-10-5435-2010,ATM-0835421
articles:17206,10.1051/0004-6361/200811510,ST/F501796/1
articles:17208,10.1051/0004-6361/200911914,ST/F501796/1
articles:17211,10.5194/acp-10-3405-2010,NE/D001471
articles:17212,10.5194/acp-10-8697-2010,
articles:17213,10.1007/s10652-009-9154-3,
articles:17214,10.5194/amt-3-387-2010,"P19849,Uni-404/486,IAPP;"
articles:17218,10.5194/acp-10-5739-2010,
articles:17219,10.5194/acp-9-7435-2009,036833-2
articles:17220,10.1007/s11207-010-9563-y,"NNX10AE62G,FA9550-07-1-0565,LWS,NNX20AE61G,ATM-0120950"
articles:17222,10.1175/2010WCAS1067.1,"CMS-0301392,NA17RJ1227"
articles:17223,10.1029/2009GL040736,DE-FC02-
articles:17224,10.5194/gmd-3-227-2010,NE/G009112/1
articles:17225,10.1016/j.quascirev.2010.02.007,"0531211,0424589,ARC0714074,ATM0318479,ARC0612473,0806999,0806387,053759,059512"
articles:17226,10.5194/acp-10-7137-2010,"ATM-0511833,ATM-0810950,ATM-"
articles:17227,10.5194/acp-10-8353-2010,
articles:17228,10.5194/acp-10-8947-2010,"ATM-528227,ATM-0528170,ATM-0513116,ATM-0513116,DE-FGO2-05ER63982,DEFGO2-,DE-FG02-08ER64627,NA08OAR4310656"
articles:17229,10.5194/acp-9-5785-2009,"ATM-0513055,NNHO5AA86I,ATM-0513116,ATM-0449815,NNG06GB03G,FP-91650801,ATM-0531926,ATM,NNG04GA59G"
articles:17230,10.1029/2009JA015119,"NNX09AI63G,4200254162ESAX22008D,ATM‐0900920"
articles:17234,10.1007/s00382-009-0644-2,"ATM-0720619,DE-FG02-01ER63198"
articles:17237,10.1029/2009JC005873,"OPP‐0230325,OPP‐0230264,ARC‐"
articles:17238,10.1175/2010JCLI3451.1,"NASA,NOAA"
articles:17239,10.1029/2009JD012978,NNX07AKG82G
articles:17240,10.5194/acpd-9-26593-2009,"DE-AC02-05CH11231,DEAC52-"
articles:17241,10.1029/2008JG000902,"ARC-0105461,ARC-0240791,OPP-0611577,OPP-0229649,ARC-0629412,OPP-0229559,DEFG0207ER64463,065838,0229705,NNG06GB26G,NNX08AN58G,ARC-0229429,ARC-0531103,ARC-0629495,ARC-0633885,OPP-0352754,ARC-0629326,ARC-0805789"
articles:17242,10.1029/2009JD012394,LU446/9-1
articles:17243,10.1029/2005JA011487,ATM-0001265
articles:17245,10.3141/2169-13,DTFH61-08-D-00012
articles:17246,10.1007/s10546-010-9531-y,NA06NES4400013
articles:17249,10.1073/pnas.0910818107,"DE-FG02-09ER64772,NNG06GB60G,ATM-0611936"
articles:17251,10.1175/2010JCLI3224.1,ATM0709856
articles:17261,10.1175/2010BAMS2911.1,ATM-0531771
articles:17263,,"08ER64674,NA06NES4400013,NNX08AV80G,NNX08AU67,ATM-,ATM-0236885,OCI-0753116,NNG05GB41G,NNX07AN67H"
articles:17266,10.1029/2009GL042194,"ATM-0107404,ATM-0413540"
articles:17272,10.1175/2009BAMS2769.1,"58-,08ER64674,CAREER-0847472"
articles:17282,10.1175/2010MWR3317.1,0826909
articles:17286,10.1007/s11207-010-9644-y,NNX08AH38G
articles:17287,10.1111/j.1469-8137.2010.03309.x,"NER,NE"
articles:17289,10.1029/92JD01517,"EAR-8721013,NAGW-2616,NAS5-3-3017,NA-90AA-DAC481"
articles:17290,10.1111/j.1469-8137.2010.03319.x,NER⁄A⁄
articles:17291,10.1175/1520-0493(1993)121<1215:AOPWMI>2.0.CO;2,DOE
articles:17293,10.1002/joc.2061,"NSF,NSF,NSF"
articles:17295,10.1175/2010JAS3490.1,"SPP,KL,DEFG02-"
articles:17296,10.1029/2005GL022573,RA1330-02-SE-0110
articles:17297,10.1175/2008WAF2007070.1,
articles:17298,10.1007/s00024-007-0246-z,"93-2119-M-008-008-AP1,93-NSPO(B)-RS3-FA07-01,93-NSPO(B)-RS3-FA07-01"
articles:17299,10.5194/amt-3-1351-2010,"DE-AC02-05CH11231,DP0879468,LP0562346"
articles:17300,10.1029/2002GL015891,"DE-FG0302ER63327,M1-0104-00-0006"
articles:17301,10.1175/1520-0493(2003)131<2635:VAOSWD>2.0.CO;2,"DE-FG0302ER63327,M1-0104-00-0006"
articles:17302,10.1175/JAS3489.1,OPP-
articles:17303,10.1029/2007JD008645,0605739
articles:17304,10.1126/science.1143304,ATM-0541567
articles:17305,10.1029/2010JD014058,ATM-09399612
articles:17306,10.1029/2010GL044561,ATM-0939962
articles:17308,10.1029/2009GL039430,ATM-0740498
articles:17309,10.1007/s10291-009-0132-5,ATM-9732665
articles:17310,10.1029/2008RS003907,ATM-9732665
articles:17311,10.1175/2009JTECHA1192.1,ATM-9732665
articles:17312,10.1029/2008GL036013,ATM-0740498
articles:17313,10.1029/2006GL025955,ATM-9732665
articles:17314,10.1029/2006GL026112,ATM-9732665
articles:17315,10.1029/2009JA015234,ATM-0723439
articles:17316,10.1029/1999RS002305,ATM-9732665
articles:17317,10.1029/1999RS002273,ATM-9732665
articles:17318,10.3390/rs2051320,NA07OAR4310224
articles:17319,10.1029/2010JA015466,ATM-0723439
articles:17320,10.1029/2007GL030458,"ATM-0301213,ATM-9732665"
articles:17321,10.1029/2006GL027557,"ATM-9732665,ATM-0301213"
articles:17322,,"ATM-9908671,ATM-9732665"
articles:17324,10.1175/2008MWR2235.1,OPP-0230361
articles:17326,10.1029/2009GL038933,"NNX07AB76G,NNX09AG64G"
articles:17327,10.1175/2007MWR1925.1,"ATM-9732665,OPP-0230361,NAG"
articles:17328,10.2151/jmsj.2004.507,ATM-9732665
articles:17330,10.1029/2010JD014419,"ARC-0733058,NNX08AN57G,CSA-0939962,AGSâ0918398"
articles:17331,10.1029/2007JA012897,ATM-0120950
articles:17332,10.1029/93JD00948,"EAR-9116461,EAR-9215533"
articles:17333,10.1175/WAF874.1,"NSC,NSC,93-NSPO(B)-RS3-FA07-01"
articles:17334,10.1175/MWR3255.1,NSC91-2111-M-003-004
articles:17336,10.1175/1520-0477(1998)079<0617:AGMSTA>2.0.CO;2,"DE-A105-90ER1070,ATM-9209181"
articles:17337,10.1175/1520-0477(1996)077<0005:TPOGIA>2.0.CO;2,"EAR-9116461,ATM-9496335,ATM-9207111"
articles:17338,10.1029/2000RS002353,"N00014-97-1-0256,354106-AQ5"
articles:17339,10.1029/2001JD000345,"ATM-9812729,Q000C1737600086"
articles:17340,10.2151/jmsj.2004.533,"ATM-0101036,Q000C1737600086"
articles:17341,10.1175/1520-0450(1994)033<0379:GMMZWD>2.0.CO;2,ATM-9207111
articles:17342,10.1175/1520-0426(1995)012<0541:PAGNOA>2.0.CO;2,OCE-9103905
articles:17343,10.1029/1999JD900095,"EAR-9406153,EAR-911756"
articles:17344,10.1029/1999RS900034,N00014-97-1-0712
articles:17345,10.1029/97GL00080,"EAR-9406153,EAR-9116461"
articles:17347,10.1029/2002RS002728,"322MM,ATM-9732665"
articles:17348,10.1002/qj.49712657003,"Q000C1737600086,ATM-9812729,49825109"
articles:17349,10.1175/1520-0493(2000)128<0619:FDVDAO>2.0.CO;2,"ATM-9209181,DE-AI02-97ER62359"
articles:17350,10.1029/93JC03355,"OCE-8903281,957388"
articles:17351,10.1029/2000GL011525,"322MM,354106-AQ5"
articles:17352,10.1029/1999JD900450,"ATM9209181,EAR9405501,Q000C173760008"
articles:17353,10.1029/1999RS002203,N00014-98-1-0469
articles:17354,10.1029/93GL02935,"EAR-9116461,EAR-911756"
articles:17355,10.1175/1520-0450(1996)035<0830:GMDEOT>2.0.CO;2,"ATM-9496335,ATM-9207111"
articles:17356,10.1029/97GL01877,EAR-9406153
articles:17357,10.1175/1520-0493(1996)124<0122:VAOPWU>2.0.CO;2,"DE-A105-90ER1070,ATM-9209181,EAR-9405501"
articles:17358,10.1029/2006JA012240,NAG
articles:17360,10.1016/j.jastp.2010.08.018,AGS-0961147
articles:17363,10.1175/2009MWR2809.1,"NNX08AI23G,INT-0129369,ATM-0410018"
articles:17364,10.1029/2010GL045744,AGS-0961147
articles:17365,10.1029/2010JA016111,"AGS-0961147,ATM-0902965"
articles:17366,10.1029/2010RS004514,AGS-0961147
articles:17367,10.5194/acp-11-1769-2011,"NNX10AH45G,NNX08AD22G,NNX07AL57G"
articles:17369,10.1103/PhysRevE.83.016309,"ATM-0539995,UBACYT,UBACYT,2007-02211,2007-00856"
articles:17370,10.1146/annurev-fluid-122109-160748,"UBACYT,PICT"
articles:17371,10.1088/0031-8949/2010/T142/014003,"UBACYT,PICT"
articles:17372,10.1103/PhysRevE.82.056326,"UBACYT,PICT"
articles:17373,10.1175/2010JCLI3447.1,FF0668679
articles:17374,10.1029/2005GL023419,DE-AC03-76SF00098
articles:17375,10.1029/2010JD014876,552102
articles:17376,10.1029/2010JD015098,"ATMâ072225,AGSâ1016191"
articles:17378,10.1088/2041-8205/724/1/L1,"AST-05-07161,AST-05-47823"
articles:17379,10.1016/j.hedp.2010.01.011,"DE-FC52-08NA28616,DE.FG52-04NA00064,DE-FG0300SF22021,DE-FG52-03NA000064,DE-AC02-"
articles:17381,10.1175/2008BAMS2459.1,"DE-AC02-06CH11357,DE-AC02-05CH11231,DE-AC52-07NA27344,DE-AC52-06NA25396,DE-AC-05-00OR22725"
articles:17382,10.1086/588139,"AST-0434322,CMG-0327888"
articles:17383,10.1029/2010JD014788,"FR2497/2‐1,ATM‐0807702,ARC‐0806437"
articles:17384,10.5194/acp-9-163-2009,NNG06GA94G
articles:17385,10.5194/acp-11-3173-2011,"NNX08AH56G,NNX08AD39G"
articles:17386,,"DMS-0611681,ATM-,DMS-0914647,ATM-0620100,DMS-0934317"
articles:17387,,"DE-AC52-07NA27344,DE-AC05-00OR22725,DE-AC02-06CH11357,DE-AC52-06NA25396,DE-FG02-05ER64119,DE-PS02-07ER0706,1273575"
articles:17388,10.1175/2010JCLI3651.1,08-MAP-117
articles:17389,10.1177/1094342011410088,DE-AC52-07NA27344
articles:17390,10.5194/acpd-11-10557-2011,"ATM-0342421,IIS-0513464"
articles:17391,10.1098/rsta.2010.0313,"ATM-0628575,ATM-0628519,ATM-0628388,ATM0849086,AGS0959853,AGS-1036275"
articles:17392,10.1029/2007GL032630,NSF-OPP-0337943
articles:17393,10.1175/2010JCLI3816.1,"P21772-N10,NA10OAR4310056"
articles:17394,10.5194/acp-11-6229-2011,"ATM-0611936,ATM-0612605,ATM-0612605,ATM-076671,NNX08AH57G"
articles:17395,10.5194/acp-11-627-2011,"OCE07-44245,ATM-0934275,ATM0748012,ATM-0749011,ATM-0746685,AGS-0745337,ATM-0744636,ATM-0839872,ATM-0749088,ATM-0745702,ATM-0745986,OCE-0744245,OCE-0741917,NA08OAR4320899,NA09OAR4310206,NA070AR4310282,NA08OAR4310597,NA08OAR4310566,GC08-252b,NA07OAR4310267,NA06OAR4310119,NA07OAR4310248,PE0602435,N000140810437,N000140810465,1109004,1090412,2007-1008,NE/F019874/1,NE/F018592/1"
articles:17396,10.1175/2010MWR3036.1,ATM-0735867
articles:17397,10.1029/2010JD014784,N00014‐08‐1‐0451
articles:17398,10.1175/2010WAF2222386.1,"97-2625-M-052-005,98-2625-M-052-005"
articles:17399,10.1007/s00703-011-0123-2,"NSC-99-2111-M-003-004-MY3,NSC-99-2111-M-002-001,NSC-99-2625-M-003-003"
articles:17400,10.1029/2007JD008633,"DE-AI02-06ER64173,DEFG03-02ER63337"
articles:17401,10.1029/2007JD008633,"DE-AI02-06ER64173,DEFG03-02ER63337"
articles:17402,10.1029/2007JE002946,"NNGO5GA53G,N00014,CAN-00-OSS-01"
articles:17403,10.1029/2007JE002946,"CAN-00-OSS-01,NNX07AC55G"
articles:17404,10.1029/2007JA012542,"NAG5,NAG5"
articles:17405,10.1029/2007JA012542,"NAG5,NAG5"
articles:17406,10.1029/2007JA012611,"DGE-0221680,ATM-0602708,ATM-0120950"
articles:17407,10.1029/2007JA012611,"DGE-0221680,ATM-0602708,ATM-0120950"
articles:17408,10.1175/1520-0469(2004)061<1794:MPOMBW>2.0.CO;2,ATM-0205599
articles:17409,10.1175/2007JAS2715.1,ATM-0205599
articles:17410,10.1002/qj.246,NAGS-
articles:17424,10.1175/2008MWR2384.1,NNG04GM90G
articles:17425,10.1029/2007WR006735,"C01X0401,NNG06GH10G,NA06OAR4310065"
articles:17426,10.1016/j.advwatres.2008.06.005,"C01X0401,NNG06GH10G,NA06OAR4310065,NWS4620014"
articles:17433,10.1029/2007GL031404,"0434790,0551448"
articles:17435,10.1175/2008MWR2354.1,"THP,GWEC,JCSDA,NNX07AN67H,ATM-0236885,THP,JCSDA"
articles:17439,10.1175/BAMS-89-4-497,N000140410471
articles:17447,10.1175/2007MWR2289.1,"THP,GWEC"
articles:17449,10.1029/2007GB003014,"NNG06GA24G,NNG04G061G"
articles:17458,10.1016/j.gloplacha.2008.12.005,"ATM,THP,THP,IDS"
articles:17459,10.1175/2008MWR2367.1,"THP,GWEC"
articles:17460,10.1111/j.1467-9671.2009.01169.x,"EAR-0413265,NNX07AL79G"
articles:17461,10.1175/2009JCLI2786.1,"OPP-0337943,ATM-0751291"
articles:17462,10.1073/pnas.0904495106,DE-AC05-00OR22725
articles:17464,,"NA040AR4310166,NA070AR4310214"
articles:17465,10.1029/2008JD011249,NA04OAR4310165
articles:17471,10.1175/2008MWR2556.1,"NAOAR4310107,DE-FG02-03ER63539,MAP,ATM-0425247"
articles:17472,10.1175/2008JTECHA1148.1,NNG04GQ08H
articles:17473,10.1175/2008JTECHA1105.1,NNG04GQ08H
articles:17474,10.1175/2008JAMC1662.1,"ATM,THP,THP,IDS,IDS,NA06NES4400013"
articles:17475,10.1175/2009JHM1029.1,NA07OAR4310216
articles:17476,10.1117/1.3094060,ATM-0101036
articles:17477,10.1029/2008WR006840,"EEC,EAR-0409501,BES-0607036,EF-0709538,ITR-0427325"
articles:17479,10.1029/2009GL039186,
articles:17480,10.1029/2008JD010328,"2005DIB3J098,GYHY200706042,H013610330119,THP,GWEC"
articles:17484,10.1109/JSTARS.2009.2033612,"ATM,ATM"
articles:17489,10.3894/JAMES.2009.1.13,NA030AR4310062
articles:17491,10.1175/JAS4047.1,"NA05OAR4310107,CNS-0421498,CNS-0420873,CNS-0420985"
articles:17493,10.1175/2007JCLI1935.1,NA07OAR4310051
articles:17494,10.1175/2007JPO3833.1,"NA06OAR4310145,NA07OAR4310051"
articles:17499,10.1175/2008JPO3854.1,"OCE-0452917,1283568,ATM-0531771"
articles:17500,10.1175/2007JCLI1985.1,"DE-FC02-,1283568,OCE-"
articles:17501,10.1175/2007JCLI1508.1,0336827
articles:17502,10.1029/2007JA012866,"0208145,SA3527,SA4759,NAG5–10743,NNH05AB54I"
articles:17503,10.5194/acp-8-4027-2008,"ATM-0513116,ATM-0528634,ATM-0449815,NNG04GA67G,NNG06GB03G,S05-39607,FP-91650801,NNG04GR06H"
articles:17506,10.1029/2007JD009650,"40705035,KZCX2-YW-217,KZCX2-YW-126-2,2005CB321704,GYHY200706005"
articles:17508,10.1029/2007JD009269,MAP/04-0000-047
articles:17509,10.5194/acp-9-595-2009,"05-05-65034,08-05-00358"
articles:17510,10.1029/2007JD008824,NAS5–
articles:17511,10.1175/2007MWR2335.1,EUM/CO/05/1447/PS
articles:17512,10.1086/524656,NNH05AB521
articles:17515,10.2151/jmsj.86.579,"NA07OAR4310051,NA06OAR4310145"
articles:17516,10.1038/ngeo248,ATM-0450059
articles:17540,10.1175/WAF-D-10-05020.1,"CSA-0939962,AGS-0918398"
articles:17543,10.5670/oceanog.2011.61,"ARC-0804010,"
articles:17548,10.1177/1094342012436965,"DE-FG02-06ER06-04,DE-FC02-97ER62402,DE-PS02-07ER07-06,DE-FC02-07ER64340,AGS-0856145,CCF-0937939,OCI-0749206,DE-AC52-07NA27344,DE-AC05-00OR22725,DE-AC02-06CH11357"
articles:17551,10.5194/amt-4-1875-2011,"AGS-0939962,AGS-0918398"
articles:17552,10.5194/amt-4-2019-2011,"AGS-0939962,AGS-0918398"
articles:17553,10.5194/amt-4-2255-2011,"AGS-0918398,AGS-0939962,EUM/CO/09/4600000677/AVE"
articles:17554,10.1029/2011SW000687,"AGS-0961147,AGS-0918398"
articles:17555,10.1029/2011JA016691,"AGS-0961147,AGS-0918398"
