pid	doi	award_ids
articles:22573	10.3847/1538-4357/ab1907	1852977
articles:22523	10.1002/hyp.13422	
articles:22553	10.3389/fmars.2019.00241	IF000292014CP1230CT0002,IF011942013CP1199CT0002
articles:22592	10.1029/2019JA026678	1852977,NNX16AB82G
articles:22567	10.1029/2019GL082034	1852977,NNX15AG70A,NNX15AG71A
articles:22579	10.1073/pnas.1900278116	
articles:22537	10.1051/0004-6361/201935272	
articles:22538	10.5194/acp-19-6681-2019	
articles:22540	10.1016/j.cub.2019.04.001	
articles:22570	10.1073/pnas.1821661116	
articles:22647	10.1029/2018JD030086	
articles:22539	10.3847/1538-4357/ab0e04	
articles:22524	10.5194/amt-12-2819-2019	
articles:22554	10.1029/2018JD030120	
articles:22557	10.1080/02786826.2019.1610554	
articles:22556	10.1029/2019GL082270	
articles:22555	10.1029/2018GL081386	
articles:22525	10.5194/tc-13-1441-2019	1852977
articles:22526	10.5194/amt-12-2693-2019	
articles:22574	10.1038/s41597-019-0023-8	
articles:22495	10.1002/wcc.577	
articles:22512	10.1051/swsc/2019007	
articles:22317	10.1016/j.atmosres.2019.01.002	
articles:22478	10.1175/JCLI-D-18-0458.1	
articles:22496	10.1175/JAMC-D-18-0211.1	AGS1852977,DEEE0005373
articles:22497	10.1038/s41558-019-0456-2	
articles:22494	10.1002/wcc.582	
articles:22498	10.1175/JCLI-D-18-0232.1	1501993
articles:22513	10.1175/JAS-D-18-0301.1	DESC0016476
articles:22505	10.1016/j.asr.2019.01.036	NNX17AG69G
articles:22493	10.1175/JCLI-D-18-0472.1	
articles:22529	10.1007/s00382-018-4461-3	
articles:22514	10.1088/1748-9326/ab0bb9	
articles:22467	10.1175/MWR-D-18-0275.1	
articles:22528	10.1175/JAMC-D-18-0185.1	
articles:22527	10.1007/s00024-019-02168-6	
articles:22596	10.1175/BAMS-D-17-0227.1	
articles:22541	10.1016/j.apr.2019.01.007	
articles:22620	10.1016/j.scib.2019.04.003	
articles:22575	10.1029/2018EF001020	
articles:22588	10.1029/2019JA026691	
articles:22590	10.1029/2019JA026533	
articles:22589	10.1029/2018JA026380	
articles:22593	10.1029/2019PA003564	DESC0006744
articles:22591	10.1029/2018JA026082	
articles:22595	10.1029/2019SW002184	AGS1033112
articles:22594	10.1175/BAMS-D-18-0319.1	
technotes:577	10.5065/nnt6-q689	
articles:22635	10.1029/2018EF001047	
articles:22542	10.1029/2019GL082410	
articles:22558	10.1029/2018JD030188	
articles:22479	10.5194/acp-19-5511-2019	
articles:22499	10.5194/esd-10-271-2019	
articles:22532	10.3390/atmos10040214	
articles:22468	10.5194/acp-19-5331-2019	
articles:22504	10.3389/fspas.2019.00027	
articles:22469	10.5194/acp-19-5259-2019	
articles:22502	10.1029/2019GL082132	
articles:22500	10.1029/2018GL081529	
articles:22501	10.1029/2019GL081960	
articles:22457	10.5194/angeo-37-235-2019	AGS1033112
articles:22328	10.1016/j.scitotenv.2019.01.145	
articles:22373	10.1016/j.agrformet.2019.01.022	
articles:22471	10.1364/OL.44.001900	
articles:22470	10.5194/acp-19-5069-2019	
articles:22543	10.1016/j.apenergy.2019.01.252	
articles:22458	10.5194/acp-19-5051-2019	
articles:22433	10.1038/s41558-019-0418-8	AGS1641177
articles:22318	10.1016/j.scitotenv.2019.01.002	
articles:22453	10.5194/acp-19-4783-2019	
articles:22459	10.5194/angeo-37-215-2019	
books:681	10.1002/9781119428428.ch4	
usclivar:116	10.5065/q3jb-9642	
articles:22455	10.1088/1748-9326/ab09b3	1852977
articles:22428	10.5194/acp-19-4269-2019	
articles:22559	10.1080/1354750X.2018.1548031	
articles:22454	10.5194/gmd-12-1241-2019	
articles:22292	10.1016/j.renene.2018.08.088	
technotes:576	10.5065/1dfh-6p97	
articles:22414	10.1175/JCLI-D-18-0430.1	
articles:22413	10.1175/JAMC-D-18-0173.1	
articles:22415	10.1016/j.coldregions.2019.02.005	
articles:22431	10.1175/JAS-D-18-0034.1	NNX11AC07G
articles:22481	10.1175/WAF-D-18-0136.1	AGS1033112
articles:22482	10.1007/s00704-018-2538-x	
articles:22503	10.1002/qj.3476	
articles:22460	10.1051/0004-6361/201834925	
articles:22461	10.1175/JCLI-D-18-0576.1	1852977,80NSSC18K0769,NNX16AH60G,SC0006743
articles:22519	10.1016/j.ocemod.2019.02.006	1852977
articles:22517	10.1175/BAMS-D-18-0002.1	
articles:22516	10.1175/BAMS-D-18-0005.1	DESC0016476
articles:22515	10.1175/BAMS-D-17-0185.1	753581
articles:22518	10.1029/2018MS001437	
articles:22473	10.1175/JHM-D-18-0064.1	
articles:22476	10.1175/MWR-D-18-0351.1	
articles:22472	10.1175/JTECH-D-18-0105.1	AGS1522830
articles:22462	10.1175/JAMC-D-18-0029.1	
technotes:576	10.5065/1dfh-6p97	
articles:22560	10.1016/j.pce.2019.01.001	
articles:22441	10.3855/jidc.10701	
articles:22533	10.1002/joc.5964	
articles:22474	10.1029/2018GL081316	
articles:22565	10.1029/2018JA026356	
articles:22637	10.1002/qj.3520	
articles:22564	10.1029/2018JA026175	80NSSC17K0013,NNX13AE15G,NNX14AD83G,NNX14AE06G,NNX17AI42G
articles:22435	10.5194/gmd-12-1139-2019	
articles:22434	10.5194/acp-19-3769-2019	
articles:22485	10.1029/2018MS001395	
articles:22463	10.1029/2018EF001088	
articles:22416	10.5194/acp-19-3621-2019	DESC0016476
articles:22534	10.3390/rs11060680	
articles:22417	10.3847/2041-8213/ab0e0e	
articles:22385	10.5194/amt-12-1755-2019	
articles:22561	10.1029/2018JA026247	
articles:22409	10.1029/2018JD029301	
articles:22429	10.1029/2018JD029151	NNX16AD96G
articles:22436	10.1029/2018GL081530	
articles:22439	10.1029/2018JD029009	NNX15AH03G
articles:22440	10.1029/2018JD028892	DEAC0576RL01830
articles:22438	10.1029/2018JD029593	
articles:22437	10.1029/2019GL082155	
articles:22267	10.1007/s00376-019-8276-x	
articles:22387	10.1038/s41467-019-09245-3	
articles:22386	10.1016/j.asr.2018.10.036	AGS1033112
articles:22418	10.5194/hess-23-1469-2019	AGS1048829,AGS1419563,NA11OAR4310205
articles:22638	10.1002/qj.3503	
articles:22374	10.1073/pnas.1816541116	
articles:22388	10.5194/acp-19-3161-2019	
articles:22262	10.1016/j.scitotenv.2018.11.028	
articles:22465	10.1007/s00382-018-4288-y	
articles:22464	10.1007/s10584-019-02387-9	
articles:22356	10.5194/gmd-12-879-2019	
articles:22391	10.1007/s00484-019-01673-6	
articles:22319	10.1175/JCLI-D-18-0444.1	
articles:22321	10.1175/JCLI-D-18-0301.1	
articles:22322	10.1002/nla.2220	
articles:22358	10.5194/amt-12-1409-2019	
articles:22357	10.5194/amt-12-1393-2019	
articles:22392	10.1364/OL.44.001249	
articles:22408	10.1039/C8PP90064G	
articles:22375	10.1175/MWR-D-18-0334.1	AGS0856145,T0006
articles:22377	10.1038/s41550-018-0638-2	
articles:22361	10.1038/s41467-019-08745-6	
articles:22320	10.1016/j.jcp.2018.12.013	
articles:22293	10.1175/JCLI-D-18-0307.1	NA13OAR4310138,OCE1243015
articles:22344	10.1002/wcc.565	
articles:22421	10.1175/JHM-D-18-0113.1	
articles:22422	10.1175/JHM-D-18-0114.1	
articles:22456	10.1109/ACCESS.2019.2902558	
articles:22475	10.1029/2018EA000432	
articles:22484	10.1029/2018MS001446	
articles:22389	10.1175/JAS-D-18-0260.1	49A03A
articles:22390	10.1175/MWR-D-18-0282.1	
articles:22420	10.1175/JHM-D-18-0112.1	
articles:22483	10.1029/2018MS001490	
articles:22562	10.1029/2018JA026388	80NSSC17K0719
articles:22546	10.1175/BAMS-D-17-0057.1	
articles:22547	10.1175/BAMS-D-16-0277.1	
articles:22545	10.1175/BAMS-D-17-0293.1	
articles:22544	10.1175/BAMS-D-18-0254.1	
articles:22625	10.1175/JCLI-D-18-0036.1	
articles:22563	10.1029/2018JA026309	CASAGS1033112
articles:22424	10.1029/2018GL081393	
articles:22425	10.1029/2018JD028825	
articles:22362	10.1038/s41467-019-08884-w	AGS1243095
articles:22442	10.3389/fmars.2019.00065	
articles:22376	10.1002/ecy.2589	
articles:22295	10.1038/s41561-018-0293-3	
articles:22346	10.3847/1538-4357/ab0023	
articles:22393	10.1007/s00382-018-4234-z	
articles:22363	10.1029/2018JD029668	
articles:22365	10.1029/2018JD028906	DEAC0576RL01830
articles:22364	10.1029/2017JD028153	
articles:22447	10.1029/2018GL081253	
articles:22443	10.1029/2018GL081501	
articles:22445	10.1029/2018GL080940	
articles:22444	10.1029/2018GL080639	
articles:22446	10.1029/2018GL080847	DESC0016476
articles:22281	10.1016/j.atmosenv.2018.11.004	
articles:22378	10.1016/j.scib.2018.12.027	
articles:22329	10.1038/s41598-018-37939-z	
articles:22426	10.1029/2018SW002033	
articles:22330	10.5194/esd-10-91-2019	
articles:22395	10.1007/s00382-018-4237-9	1419585,SC0006743
articles:22449	10.1029/2018JA026367	NNX16AB82G
articles:22297	10.1007/s11027-018-9808-x	
articles:22316	10.5194/amt-12-873-2019	
articles:22323	10.1038/s41467-019-08471-z	
articles:22634	10.1002/joc.6031	
articles:22187	10.1016/j.atmosres.2018.09.016	
articles:22282	10.1016/j.ocemod.2018.12.003	
articles:22268	10.1016/j.atmosenv.2018.10.018	
articles:22298	10.1051/0004-6361/201834373	
articles:22296	10.1016/j.rse.2018.11.023	
articles:22396	10.1175/BAMS-D-17-0297.1	NA15OAR4590191
articles:22394	10.1175/BAMS-D-18-0265.1	1822272
articles:22325	10.1175/JAS-D-18-0278.1	
articles:22347	10.1017/S0954102018000433	
articles:22486	10.1007/s00704-018-2452-2	
articles:22398	10.1029/2018MS001500	
articles:22399	10.1029/2018MS001521	
articles:22397	10.1175/BAMS-D-18-0200.1	
articles:22400	10.1007/s00382-018-4258-4	
articles:22448	10.1029/2018WR023903	
articles:22380	10.1029/2018GB005987	1737158
articles:22451	10.1029/2018JA025789	
articles:22452	10.1029/2018JA025476	AGS1339918,NNX13AF77G,NNX13AF93G,NNX15AK75G,NNX17AG69G
articles:22331	10.1175/JAMC-D-18-0060.1	
articles:22269	10.1175/JCLI-D-18-0216.1	
articles:22379	10.1175/MWR-D-18-0242.1	
articles:22324	10.1175/JAMC-D-18-0118.1	
articles:22360	10.1038/s41558-018-0387-3	
articles:22333	10.1029/2018GL081110	
articles:22334	10.1029/2018GL080412	
articles:22335	10.1029/2018GL080960	
articles:22337	10.1029/2018GL080642	
articles:22352	10.1029/2018JD029596	DESC0008648,DESC0016476
articles:22350	10.1029/2018JD028670	
articles:22349	10.1029/2018JD029004	
articles:22353	10.1029/2018JD028955	
articles:22382	10.3390/rs11030251	AGS1033112
articles:22341	10.1029/2018MS001359	
articles:22427	10.5194/angeo-37-37-2019	X13AF77G
articles:22332	10.1029/2018GL081446	
articles:22283	10.5194/acp-19-921-2019	
articles:22284	10.5194/esd-10-45-2019	OCE1243015
articles:22403	10.1007/s00382-018-4148-9	
articles:22285	10.5194/acp-19-887-2019	DEAC0576RL01830
articles:22299	10.1038/s41586-018-0848-x	
articles:22336	10.1029/2018GL080544	
articles:22289	10.1007/s11214-018-0576-4	
articles:22287	10.5194/gmd-12-387-2019	8,561,451,852,977
articles:22286	10.5194/acp-19-813-2019	
articles:22300	10.3847/1538-4357/aaef30	
articles:22381	10.3390/rs11030214	
articles:22288	10.3847/1538-4357/aaf575	
articles:22348	10.1029/2018JD029130	80NSSC17P1441
articles:22430	10.1093/mnras/stz199	
articles:22351	10.1029/2018JD029293	DEAC0576RL01830
articles:22261	10.5194/bg-16-117-2019	NNX15AG87G
articles:22302	10.1029/2018JD028912	NNX16AD96G
articles:22338	10.1029/2018JA025981	
articles:22271	10.3847/1538-4357/aaf289	
articles:22270	10.1126/science.aav7619	
articles:22291	10.3354/cr01541	
articles:22301	10.1029/2018GL081314	
articles:22294	10.1038/s41558-018-0355-y	
articles:22342	10.3390/s19010155	
articles:22263	10.5194/gmd-12-33-2019	
articles:22231	10.1038/s41558-018-0350-3	
articles:22257	10.1038/s41467-018-07689-7	
articles:22256	10.1038/s41467-018-07865-9	
articles:22401	10.1080/14685248.2019.1572161	
articles:22012	10.1016/j.scitotenv.2018.07.322	
articles:22185	10.1016/j.parco.2018.12.002	
books:679	10.1016/C2017-0-01365-4	
articles:22064	10.1016/j.atmosres.2018.08.017	AGS1048829
articles:22147	10.1016/j.jcp.2018.08.020	
articles:22258	10.1175/JCLI-D-18-0334.1	
articles:22272	10.1016/j.jhydrol.2018.11.046	
articles:22307	10.1109/JSTARS.2018.2832981	
articles:22309	10.1109/JSTARS.2018.2825948	NNL13AQ00C
articles:22303	10.1016/j.asr.2018.09.013	
articles:22305	10.1109/JSTARS.2018.2885391	
articles:22242	10.4209/aaqr.2017.12.0568	
articles:22241	10.1016/j.ocemod.2018.11.003	
articles:22354	10.1016/j.jastp.2018.11.014	
articles:22211	10.3847/1538-3881/aaedc0	
articles:22232	10.1175/JAS-D-18-0088.1	
articles:22340	10.1029/2018MS001476	
articles:22372	10.1016/j.cliser.2019.01.004	
articles:22369	10.1175/BAMS-D-17-0252.1	
articles:22367	10.1175/BAMS-D-18-0219.1	
articles:22368	10.1175/BAMS-D-18-0247.1	
articles:22355	10.1016/j.jastp.2018.11.016	NNX14AE08G,NNX17AI39G
articles:22371	10.1175/BAMS-D-17-0180.1	
articles:22370	10.1175/BAMS-D-17-0152.1	
articles:22404	10.1007/s00382-018-4135-1	
articles:22402	10.1007/s00382-018-4127-1	
articles:22212	10.1175/MWR-D-18-0136.1	
articles:22304	10.1175/JAMC-D-18-0121.1	
articles:22243	10.1175/MWR-D-18-0223.1	AGS1522830,AGS1641177
articles:22327	10.1175/JTECH-D-17-0165.1	
articles:22339	10.1029/2018MS001512	DEAC0576RL01830
articles:22310	10.1175/JAMC-D-17-0344.1	
articles:22210	10.1175/MWR-D-18-0092.1	
articles:22308	10.1175/JHM-D-18-0159.1	
articles:22170	10.1038/s41561-018-0249-7	1243107,DEAC0576RL01830
articles:22311	10.1029/2018GL080474	1852977,NA13OAR4310137,OCE1243015
technotes:574	10.26024/c04h-fd33	
technotes:575	10.26024/bfdr-nz31	
articles:22366	10.1002/qj.3418	
articles:22384	10.4269/ajtmh.17-0860	
articles:22244	10.1073/pnas.1809600115	
articles:22278	10.1029/2018MS001372	
articles:22088	10.1007/s41116-018-0016-2	NNX16AH02G
articles:22245	10.5194/acp-18-18123-2018	
articles:22234	10.1073/pnas.1813233115	1243107,DESC0012711
technotes:573	10.26024/xfmm-hj36	
articles:22246	10.1029/2018GL080870	2.02E+13
articles:22247	10.1029/2018GL079938	2.02E+13
articles:22240	10.1029/2018GL080424	
articles:22248	10.1029/2018GL079223	1417642,NA15OAR4310167
articles:22004	10.1016/j.scitotenv.2018.07.165	
articles:22276	10.1029/2018MS001440	X13AF77G
articles:22265	10.3390/s18124448	
articles:22506	10.5140/JASS.2018.35.4.235	
articles:22233	10.5194/acp-18-17979-2018	
articles:22249	10.1126/sciadv.aat9658	
articles:22230	10.1127/metz/2018/0892	
articles:22229	10.1127/metz/2018/0955	
articles:21966	10.1186/s12936-018-2477-0	
articles:22188	10.5194/gmd-11-5027-2018	
articles:22277	10.1029/2018JA026055	
articles:22313	10.3390/rs10121994	
articles:22405	10.1007/s40641-018-0110-5	
articles:22193	10.1088/1748-9326/aaeae7	
articles:22189	10.5194/acp-18-17387-2018	
articles:22190	10.5194/gmd-11-4909-2018	
articles:22191	10.5194/essd-10-2141-2018	
articles:21710	10.1039/C7PP00374A	
articles:22196	10.1039/C7PP00407A	
articles:22192	10.5194/gmd-11-4817-2018	
articles:22209	10.1021/acs.est.8b03861	NNX16AD96G
articles:22274	10.1029/2018JA025733	
articles:22273	10.1029/2018JD029635	
articles:22450	10.1093/mnras/sty3290	
articles:22142	10.3390/atmos9120462	EMW2015FP00888
articles:22117	10.1175/JAS-D-18-0031.1	DESC0016476
articles:22150	10.1175/JCLI-D-18-0238.1	
articles:22084	10.1016/j.jcp.2018.08.005	
articles:22020	10.1016/j.atmosres.2018.07.015	
articles:22194	10.1002/env.2523	
articles:22149	10.1016/j.rser.2018.09.022	
articles:22148	10.1016/j.spasta.2018.08.006	
articles:22151	10.1016/j.envsci.2018.01.004	
articles:22123	10.1175/JCLI-D-17-0240.1	
articles:22266	10.1002/pra2.2018.14505501037	
articles:22264	10.1175/BAMS-D-17-0310.1	
articles:22217	10.1007/s10584-018-2317-9	
articles:22314	10.1002/lom3.10285	
articles:22124	10.1175/JAS-D-18-0070.1	
articles:22275	10.1029/2018JA025990	
articles:22125	10.1175/MWR-D-17-0198.1	
articles:22117	10.1175/JAS-D-18-0031.1	DESC0016476
articles:22122	10.1175/JCLI-D-17-0880.1	
articles:22235	10.1175/JAMC-D-18-0116.1	
articles:22312	10.3390/rs10122038	
articles:22098	10.1007/s11207-018-1364-8	
articles:22172	10.1126/science.aat1211	
articles:22169	10.1038/s41561-018-0261-y	
articles:22097	10.1038/s41558-018-0286-7	
articles:22174	10.5194/acp-18-16863-2018	
articles:22173	10.5194/acp-18-16915-2018	
articles:22171	10.1088/1748-9326/aae9f9	
articles:22175	10.5194/acp-18-16809-2018	NNX15AG71A
articles:22236	10.1029/2018GL078926	DESC0012711
articles:22259	10.1029/2018EF000984	DEAC3608GO28308
articles:22238	10.1029/2018GL079901	
articles:22237	10.1029/2018GL079451	
articles:22184	10.1029/2018JD029358	
articles:22216	10.1029/2018JD028786	
articles:22255	10.1029/2017JD028231	
articles:22215	10.1029/2018JD028776	
articles:22326	10.1038/s41550-018-0629-3	
articles:22220	10.1029/2018JA025771	80NSSC17K0719,NNX14AE08G,NNX17AI39G
books:678	10.1016/B978-0-12-814334-6.00008-X	
articles:22152	10.5194/angeo-36-1545-2018	X13AF77G
articles:22153	10.5194/acp-18-16499-2018	
technotes:571	10.5065/D6BZ64XQ	
articles:22154	10.1038/sdata.2018.264	
articles:22046	10.1098/rstb.2017.0302	
articles:22047	10.1098/rstb.2017.0307	
articles:22034	10.1098/rstb.2017.0304	
articles:22204	10.1029/2018GL079362	97ER62402,NA13OAR4310138,OCE1243015
articles:22205	10.1029/2018GL080298	
articles:22218	10.1029/2018JA025788	
articles:22145	10.1029/2018JD029133	
articles:22200	10.1029/2018JD028486	
articles:22198	10.1029/2018JD028974	
articles:22199	10.1029/2018JD028306	AGS1552153
articles:22201	10.1029/2018GL079820	
articles:22128	10.1038/s41467-018-07075-3	
technotes:570	10.5065/D6NC601B	
articles:22127	10.3354/meps12711	
articles:22133	10.1088/1748-9326/aae6a9	AGS1243095
articles:22250	10.1016/j.chemphys.2018.07.045	
articles:22130	10.5194/acp-18-16155-2018	
articles:22093	10.1007/s10533-018-0509-z	
articles:22120	10.18520/cs/v115/i9/1674-1678	
articles:22223	10.1029/2018SW002024	
articles:22228	10.1029/2018MS001354	
articles:22203	10.1029/2018GL079826	
articles:22202	10.1029/2018GL079981	
articles:22083	10.3847/2041-8213/aaeb34	
articles:22115	10.5194/acp-18-15767-2018	
articles:22115	10.5194/acp-18-15767-2018	
articles:22134	10.1175/JAMC-D-17-0335.1	
articles:22135	10.1175/JAMC-D-18-0036.1	NNX16AQ52G
articles:22065	10.1016/j.atmosenv.2018.08.009	
articles:22085	10.1175/MWR-D-17-0345.1	DEAC0576RL01830
articles:22068	10.1007/s00382-018-4109-3	
articles:22063	10.3847/1538-4357/aae08e	
articles:22081	10.3390/atmos9110432	DEAC0576RL01830
articles:22066	10.1007/s00382-018-4121-7	
articles:22067	10.1007/s00382-018-4091-9	
articles:21982	10.1016/j.agrformet.2018.07.009	
articles:22260	10.1029/2018EF000979	
articles:22315	10.1039/C8EM00386F	
articles:22225	10.1029/2018MS001423	
articles:22253	10.1175/BAMS-D-17-0117.1	
articles:22254	10.1175/BAMS-D-17-0267.1	1243107,DEAC0576RL01830
articles:22252	10.1175/BAMS-D-18-0145.1	
articles:22251	10.1175/BAMS-D-18-0154.1	NA16OAR4310253
articles:22239	10.1029/2018WR022606	
articles:22167	10.1175/JHM-D-17-0209.1	
articles:22219	10.1029/2018JA025463	
articles:22224	10.1029/2018SW002018	
articles:22222	10.1029/2018MS001336	DESC0012605
articles:22132	10.1175/JHM-D-18-0139.1	
articles:22221	10.1029/2018MS001295	
articles:22095	10.1175/MWR-D-18-0041.1	
articles:22094	10.1175/JAS-D-18-0055.1	
articles:22069	10.1175/JAS-D-18-0035.1	
articles:22096	10.1175/JTECH-D-18-0006.1	DTFAWA15D00036
articles:22227	10.1029/2018SW002027	
articles:22226	10.1029/2018SW002034	
articles:22100	10.1038/s41586-018-0651-8	
articles:22163	10.1029/2018MS001350	
articles:22080	10.5194/amt-11-5941-2018	
articles:22061	10.5194/acp-18-15581-2018	
articles:22177	10.1029/2018GL079474	
articles:22162	10.1029/2018MS001381	
articles:22180	10.1029/2018GL079989	
articles:22176	10.1029/2018GL079269	
articles:22143	10.1029/2018GL079605	
articles:22206	10.1029/2018JD028971	
articles:22207	10.1029/2018JD029172	
articles:22186	10.1029/2018JD028830	
articles:22086	10.5194/gmd-11-4339-2018	
technotes:568	10.5065/D6XW4HNH	
articles:22087	10.5194/acp-18-15345-2018	
articles:22113	10.1002/qj.3381	
articles:22178	10.1029/2018GL080140	
articles:22179	10.1029/2018GL079079	
articles:22140	10.1002/qj.3323	
articles:22089	10.5194/cp-14-1499-2018	
articles:22126	10.1111/gcb.14445	
articles:22071	10.5194/acp-18-14867-2018	
articles:22053	10.1029/2018JD028779	
articles:22040	10.5194/gmd-11-4155-2018	
articles:22136	10.1029/2018GL079325	
articles:22137	10.1029/2018GL079408	AGS1243107,DESC0012711
articles:22508	10.3847/1538-4357/aae087	
articles:22062	10.1029/2017JD028112	
articles:22144	10.1029/2018JD029284	
articles:22060	10.1029/2018GL079573	
articles:22070	10.3847/1538-4357/aadf86	
articles:22078	10.1080/02508060.2018.1516093	
articles:22041	10.5194/acp-18-14787-2018	
articles:22279	10.1002/qj.3308	NA13OAR4310138,OCE1243015
articles:21930	10.1098/rsta.2017.0085	
articles:22161	10.1029/2018JA025831	
articles:22072	10.5194/acp-18-14623-2018	
articles:22039	10.3847/1538-4357/aadd0e	
articles:22157	10.1029/2018JG004613	
articles:22049	10.3847/2041-8213/aae25a	
articles:22208	10.5194/acp-18-14493-2018	
articles:22048	10.1098/rstb.2017.0298	
articles:22138	10.1029/2018GL078968	
articles:22383	10.1002/joc.5855	
articles:22116	10.1002/ecs2.2437	
articles:22116	10.1002/ecs2.2437	
articles:22050	10.1371/journal.pone.0205181	
articles:22407	10.1038/s41612-018-0045-5	
articles:22021	10.1038/s41586-018-0555-7	
articles:22022	10.1021/acs.est.8b01767	
articles:22025	10.1088/1748-9326/aae0ff	PLR1304220
articles:22002	10.1080/02646811.2018.1450895	
articles:21762	10.1016/j.atmosres.2018.04.023	
articles:21711	10.1016/j.jenvrad.2018.04.018	
articles:21941	10.1175/JCLI-D-18-0168.1	
articles:22014	10.1016/j.ocemod.2018.07.002	
articles:22023	10.1364/OE.26.026030	
articles:22024	10.1016/j.camwa.2018.07.026	
articles:21963	10.1088/1361-6544/aad525	
articles:22164	10.1029/2018MS001362	
articles:22166	10.2151/jmsj.2018-048	
articles:22101	10.1175/BAMS-D-17-0317.1	
articles:21962	10.1175/MWR-D-18-0169.1	
articles:21910	10.1175/WCAS-D-17-0108.1	
